# ZTF Solar System Marshal CHECK_FMO output
# started at 2018-05-12 02:42:21+0000
# start_date                    = 20171001
# end_date                      = 20180510
# min motion rate (arcsec/sec)  = 0.16666666666666666
# limiting magnitude            = 21.0
# max uncertainty limit         = 60.0
#   object    date UT  filter   rate    sundist   geodist  vmag   ecllat  unc range	fracday      
#                              [''/s]     [AU]      [AU]          [deg]      ['']  	      
  2018 HM    20180418   zr   0.368020   1.0141    0.0159  20.65 49.5962    1.3445  	289282
  2018 HM    20180418   zr   0.367676   1.0141    0.0159  20.65 49.6043    1.3344  	290232
  2018 HM    20180418   zr   0.357103   1.0141    0.0161  20.68 49.8516    1.0476  	319757
  2018 HM    20180418   zr   0.355602   1.0141    0.0161  20.68 49.8868    1.0102  	324016
  2018 HM    20180418   zr   0.355282   1.0141    0.0161  20.68 49.8943    1.0019  	324965
  2018 HM    20180418   zr   0.354962   1.0141    0.0161  20.68 49.9018    0.9936  	325891
  2018 HM    20180418   zr   0.346985   1.0141    0.0162  20.71 50.0900    0.8125  	349062
  2018 HM    20180418   zr   0.346673   1.0141    0.0162  20.71 50.0974    0.8061  	350023
  2018 HM    20180418   zr   0.346365   1.0141    0.0162  20.71 50.1047    0.8005  	350938
  2018 HM    20180418   zr   0.345410   1.0141    0.0162  20.71 50.1275    0.7817  	353785
  2018 HM    20180418   zr   0.338557   1.0142    0.0163  20.73 50.2928    0.6843  	374711
  2018 HM    20180418   zr   0.332052   1.0142    0.0164  20.75 50.4541    0.6589  	395498
  2018 HN    20180419   zi   0.445339   1.0266    0.0248  18.39 26.0878    0.4663  	379491
  2018 HN    20180421   zg   0.643353   1.0177    0.0208  18.83 51.8627    1.7098  	297188
  2018 HN    20180421   zg   0.641998   1.0175    0.0207  18.84 52.2252    1.7596  	320787
  2018 HN    20180421   zg   0.641945   1.0175    0.0207  18.84 52.2394    1.7613  	321771
  2018 HN    20180421   zg   0.641831   1.0175    0.0207  18.84 52.2701    1.7663  	323715
  2018 HN    20180421   zg   0.640532   1.0174    0.0207  18.85 52.6243    1.8165  	346921
  2018 HN    20180421   zg   0.640453   1.0174    0.0207  18.85 52.6464    1.8201  	348368
  2018 HN    20180421   zg   0.640402   1.0174    0.0207  18.85 52.6608    1.8224  	349306
  2018 HN    20180421   zg   0.640351   1.0174    0.0207  18.85 52.6751    1.8243  	350243
  2018 HN    20180421   zr   0.639547   1.0173    0.0207  18.86 52.9075    1.8586  	365428
  2018 HN    20180421   zr   0.639476   1.0173    0.0207  18.86 52.9289    1.8622  	366875
  2018 HN    20180421   zr   0.639429   1.0173    0.0207  18.86 52.9431    1.8641  	367789
  2018 HN    20180421   zr   0.637336   1.0171    0.0207  18.88 53.6771    1.9776  	415926
  2018 HN    20180421   zr   0.637320   1.0171    0.0207  18.88 53.6843    1.9785  	416424
  2018 HN    20180422   zg   0.636271   1.0127    0.0208  19.35 68.5732    4.4194  	362801
  2018 HN    20180422   zg   0.635952   1.0127    0.0208  19.36 68.6008    4.4250  	364676
  2018 HN    20180422   zg   0.631543   1.0126    0.0208  19.37 68.9907    4.4992  	390602
  2018 HN    20180422   zg   0.627682   1.0125    0.0208  19.39 69.3514    4.5681  	414734
  2018 HN    20180422   zr   0.623656   1.0124    0.0208  19.40 69.7599    4.6443  	442245
  2018 HN    20180423   zr   0.566273   1.0084    0.0221  19.96 82.1361    7.0374  	301736
  2018 HN    20180423   zr   0.565810   1.0084    0.0222  19.96 82.1597    7.0420  	303565
  2018 HN    20180423   zr   0.557470   1.0082    0.0222  19.98 82.5812    7.1260  	336806
  2018 HN    20180423   zr   0.551390   1.0081    0.0223  20.00 82.8888    7.1859  	361701
  2018 HN    20180423   zr   0.550481   1.0081    0.0223  20.00 82.9351    7.1951  	365498
  2018 HN    20180423   zg   0.546616   1.0080    0.0223  20.01 83.1338    7.2342  	381759
  2018 HN    20180423   zg   0.546395   1.0080    0.0223  20.01 83.1453    7.2365  	382743
  2018 HN    20180423   zg   0.541020   1.0079    0.0224  20.03 83.4290    7.2904  	406308
  2018 HN    20180423   zg   0.540299   1.0079    0.0224  20.03 83.4679    7.2982  	409618
  2018 HN    20180423   zg   0.535719   1.0078    0.0224  20.05 83.7214    7.3460  	431076
  2018 HN    20180423   zg   0.535618   1.0078    0.0224  20.05 83.7271    7.3467  	431539
  2018 HN    20180423   zg   0.535523   1.0078    0.0224  20.05 83.7326    7.3483  	432025
  2018 HN    20180423   zg   0.528036   1.0076    0.0225  20.08 84.1837    7.4317  	471007
  2018 HN    20180423   zg   0.523893   1.0075    0.0226  20.09 84.4646    7.4833  	495845
  2018 HO    20180409   zr   0.229985   1.0178    0.0216  20.34  3.8213   12.1925  	202118
  2018 HO    20180409   zr   0.229841   1.0177    0.0215  20.33  3.8997   12.1874  	217593
  2018 HO    20180410   zr   0.252800   1.0176    0.0206  20.20  9.4282   11.0750  	214699
  2018 HO    20180410   zr   0.252367   1.0176    0.0206  20.20  9.5813   11.0546  	242500
  2018 HO    20180413   zr   0.285605   1.0174    0.0195  20.10 27.9035    6.8074  	217373
  2018 HO    20180413   zr   0.283133   1.0174    0.0195  20.10 28.0707    6.7364  	245301
  2018 HO    20180413   zr   0.282338   1.0174    0.0195  20.10 28.1343    6.7103  	255949
  2018 HO    20180413   zr   0.282239   1.0174    0.0195  20.10 28.1427    6.7067  	257361
  2018 HO    20180413   zr   0.282176   1.0174    0.0195  20.10 28.1482    6.7045  	258310
  2018 HO    20180414   zr   0.274068   1.0175    0.0197  20.19 34.2169    5.1773  	262812
  2018 HO    20180414   zr   0.274027   1.0175    0.0197  20.19 34.2195    5.1755  	263275
  2018 HO    20180414   zr   0.272627   1.0175    0.0197  20.19 34.3171    5.1260  	280694
  2018 HO    20180414   zr   0.272555   1.0175    0.0197  20.19 34.3227    5.1237  	281725
  2018 HO    20180416   zr   0.233900   1.0179    0.0212  20.50 44.9080    2.4581  	297859
  2018 HO    20180416   zr   0.233261   1.0179    0.0212  20.50 44.9405    2.4337  	305347
  2018 HO    20180416   zr   0.232228   1.0179    0.0212  20.50 44.9992    2.3894  	318993
  2018 HO    20180416   zr   0.231203   1.0179    0.0212  20.51 45.0697    2.3373  	335544
  2018 HO    20180416   zr   0.231154   1.0179    0.0212  20.51 45.0736    2.3354  	336458
  2018 HO    20180418   zr   0.187056   1.0185    0.0236  20.89 52.5084    0.8013  	290706
  2018 HO    20180418   zr   0.186193   1.0185    0.0236  20.89 52.5340    0.7715  	299375
  2018 HO    20180418   zr   0.186104   1.0185    0.0236  20.89 52.5367    0.7688  	300312
  2018 HO    20180418   zr   0.185070   1.0185    0.0236  20.90 52.5698    0.7305  	311667
  2018 HO    20180418   zr   0.184393   1.0185    0.0236  20.90 52.5933    0.7037  	319757
  2018 HO    20180418   zr   0.182420   1.0185    0.0236  20.90 52.6764    0.6174  	349062
  2018 HO    20180418   zr   0.182370   1.0185    0.0237  20.91 52.6789    0.6149  	350023
  2018 HO    20180418   zr   0.182322   1.0185    0.0237  20.91 52.6815    0.6124  	350938
  2018 HO    20180418   zr   0.181323   1.0185    0.0237  20.91 52.7470    0.5617  	374711
  2018 HO    20180418   zr   0.180874   1.0185    0.0237  20.91 52.8032    0.5342  	395498
  2018 HP    20180423   zr   0.323168   1.0408    0.0367  20.17 15.1083    1.0543  	260521
  2018 HP    20180424   zr   0.384452   1.0367    0.0336  20.25 19.6111    1.1270  	230046
  2018 HP    20180424   zi   0.390065   1.0364    0.0334  20.26 20.0219    1.7135  	315671
  2018 HP    20180426   zg   0.483524   1.0282    0.0300  20.68 29.4662    2.0286  	190012
  2018 HP    20180426   zg   0.484299   1.0279    0.0299  20.69 29.7461    2.3107  	250995
  2018 HS    20180418   zr   0.541049   1.0081    0.0255  20.34 77.8840    2.3442  	410139
  2018 HS    20180418   zr   0.549893   1.0081    0.0253  20.32 77.7419    2.3310  	427870
  2018 HS    20180418   zr   0.559538   1.0082    0.0251  20.30 77.5800    2.3172  	447280
  2018 HS    20180418   zr   0.559785   1.0082    0.0251  20.30 77.5757    2.3172  	447743
  2018 HS    20180418   zr   0.560689   1.0082    0.0251  20.29 77.5601    2.3160  	449606
  2018 HS    20180418   zr   0.561637   1.0082    0.0251  20.29 77.5437    2.3144  	451482
  2018 HS    20180418   zr   0.569447   1.0083    0.0249  20.27 77.4053    2.3032  	467396
  2018 HS    20180418   zr   0.571064   1.0083    0.0249  20.27 77.3759    2.3007  	470671
  2018 HS    20180418   zr   0.581002   1.0084    0.0247  20.24 77.1898    2.2868  	491100
  2018 HS    20180418   zr   0.581690   1.0084    0.0247  20.24 77.1766    2.2851  	492546
  2018 HS    20180418   zr   0.582136   1.0084    0.0247  20.24 77.1680    2.2851  	493484
  2018 HS    20180418   zr   0.582576   1.0084    0.0247  20.24 77.1594    2.2848  	494398
  2018 HS    20180418   zr   0.588615   1.0085    0.0246  20.22 77.0404    2.2751  	506956
  2018 HS    20180419   zg   1.113815   1.0121    0.0176  18.98 63.5426    1.3045  	332164
  2018 HS    20180419   zg   1.125032   1.0121    0.0176  18.96 63.2874    1.2913  	342454
  2018 HS    20180419   zg   1.150895   1.0122    0.0174  18.92 62.6895    1.2642  	366134
  2018 HS    20180419   zg   1.152971   1.0122    0.0174  18.92 62.6409    1.2621  	368044
  2018 HS    20180419   zi   1.179102   1.0123    0.0172  18.88 62.0197    1.2403  	391944
  2018 HS    20180419   zr   1.188720   1.0124    0.0171  18.86 61.7865    1.2338  	400775
  2018 HS    20180419   zr   1.189778   1.0124    0.0171  18.86 61.7606    1.2330  	401736
  2018 HT    20180422   zg   0.507552   1.0183    0.0189  20.45  9.6030    7.6863  	398426
  2018 HT    20180422   zr   0.505394   1.0183    0.0189  20.46  9.6914    7.9346  	420139
  2018 HU    20180416   zr   0.484750   1.0068    0.0242  20.85 67.3428    6.1515  	432037
  2018 HU    20180416   zr   0.486788   1.0068    0.0242  20.84 67.3578    6.1211  	442894
  2018 HU    20180418   zr   0.663598   1.0148    0.0206  19.71 57.9409    3.9869  	340984
  2018 HU    20180418   zr   0.663669   1.0148    0.0206  19.71 57.9358    3.9855  	341447
  2018 HU    20180418   zr   0.666469   1.0149    0.0206  19.70 57.7191    3.9074  	361470
  2018 HU    20180418   zr   0.666529   1.0149    0.0206  19.70 57.7139    3.9047  	361944
  2018 HU    20180418   zr   0.666654   1.0149    0.0206  19.70 57.7035    3.9010  	362894
  2018 HU    20180418   zr   0.666774   1.0149    0.0206  19.70 57.6931    3.8978  	363854
  2018 HU    20180418   zr   0.668845   1.0150    0.0206  19.69 57.5009    3.8285  	381366
  2018 HU    20180418   zr   0.668949   1.0150    0.0206  19.69 57.4903    3.8253  	382315
  2018 HU    20180418   zr   0.669211   1.0150    0.0206  19.69 57.4632    3.8153  	384699
  2018 HU    20180418   zr   0.670830   1.0151    0.0206  19.68 57.2753    3.7501  	401655
  2018 HU    20180418   zr   0.673169   1.0152    0.0205  19.66 56.8737    3.6171  	437245
  2018 HU    20180419   zr   0.655829   1.0187    0.0207  19.33 46.5178    2.3376  	290544
  2018 HU    20180419   zg   0.657620   1.0189    0.0207  19.32 45.9565    2.1790  	334039
  2018 HU    20180422   zr   0.354270   1.0303    0.0284  19.43 15.0441    0.7915  	252558
  2018 HU    20180422   zg   0.348858   1.0305    0.0286  19.44 14.5658    0.9171  	315127
  2018 HU    20180425   zr   0.167088   1.0410    0.0416  20.44 -0.3220    0.9935  	190000
  2018 HB1   20180429   zg   0.319288   1.0337    0.0316  19.05  9.0499    7.6890  	355579
  2018 HB1   20180429   zg   0.321145   1.0334    0.0314  19.05  8.7929    7.8002  	416806
  2018 HD1   20180421   zg   0.239727   1.0299    0.0270  20.74 19.3945    1.9886  	315023
  2018 HL1   20180420   zg   1.070808   1.0061    0.0151  18.20 77.9747    2.9333  	472315
  2018 HL1   20180420   zg   1.088219   1.0062    0.0150  18.17 77.7806    2.9290  	493426
  2018 HL1   20180421   zg   1.631608   1.0116    0.0122  16.79 55.9562    2.6208  	340301
  2018 HL1   20180421   zg   1.637565   1.0116    0.0121  16.77 55.5771    2.6006  	350706
  2018 HL1   20180421   zg   1.637836   1.0116    0.0121  16.77 55.5593    2.5999  	351181
  2018 HL1   20180421   zg   1.638364   1.0117    0.0121  16.77 55.5246    2.5985  	352141
  2018 HL1   20180421   zr   1.658979   1.0119    0.0121  16.71 53.9963    2.5491  	393542
  2018 HL1   20180421   zr   1.659428   1.0119    0.0121  16.71 53.9579    2.5485  	394537
  2018 HL1   20180421   zr   1.659839   1.0119    0.0121  16.71 53.9225    2.5485  	395521
  2018 HL1   20180421   zg   1.682743   1.0124    0.0120  16.61 51.1569    2.6023  	468738
  2018 HO1   20180421   zg   0.315234   1.0297    0.0299  19.43  1.6312    0.6753  	260903
  2018 HO1   20180422   zr   0.287146   1.0313    0.0313  19.52  8.5676    0.5204  	231053
  2018 HO1   20180424   zi   0.216645   1.0347    0.0358  19.90 21.0086    0.8241  	318484
  2018 HR1   20180428   zg   0.174961   1.0696    0.0763  20.44 35.5983    1.2119  	293808
  2018 HR1   20180428   zg   0.175584   1.0693    0.0760  20.44 35.7519    1.1802  	330764
  2018 HR1   20180428   zg   0.175592   1.0692    0.0760  20.44 35.7538    1.1797  	331227
  2018 HR1   20180429   zg   0.215002   1.0603    0.0687  20.35 40.2524    1.3422  	300174
  2018 HV1   20180504   zi   0.321695   1.0248    0.0644  19.95 52.9478    2.3846  	489768
  2018 HV1   20180506   zr   0.360953   1.0077    0.0609  20.37 54.3866    4.5999  	490521
  2018 HV1   20180506   zr   0.360943   1.0077    0.0609  20.37 54.3861    4.5997  	490984
  2018 HV1   20180506   zr   0.360933   1.0077    0.0609  20.37 54.3857    4.5987  	491435
  2018 HX1   20180422   zr   4.627946   1.0040    0.0072  17.83 75.9210   28.6893  	469039
  2018 HX1   20180422   zg   4.516880   1.0042    0.0073  17.77 78.0148   27.2335  	488657
  2018 HX1   20180423   zr   1.109389   1.0122    0.0147  17.98 59.3141    1.8466  	215567
  2018 HX1   20180423   zr   1.108618   1.0122    0.0147  17.98 59.3022    1.8416  	216551
  2018 HX1   20180423   zr   1.107830   1.0122    0.0147  17.98 59.2900    1.8366  	217002
  2018 HX1   20180423   zr   1.107061   1.0122    0.0147  17.99 59.2781    1.8324  	217465
  2018 HX1   20180423   zr   1.106274   1.0122    0.0147  17.99 59.2660    1.8274  	217917
  2018 HX1   20180423   zr   1.105508   1.0122    0.0147  17.99 59.2541    1.8224  	218368
  2018 HX1   20180423   zr   1.092431   1.0123    0.0148  18.00 59.0512    1.7439  	226146
  2018 HX1   20180423   zr   1.091657   1.0123    0.0148  18.00 59.0391    1.7396  	226597
  2018 HX1   20180423   zr   1.090887   1.0123    0.0149  18.00 59.0271    1.7354  	227060
  2018 HX1   20180423   zr   1.090133   1.0123    0.0149  18.00 59.0154    1.7304  	227512
  2018 HX1   20180423   zr   1.089381   1.0123    0.0149  18.00 59.0037    1.7260  	227975
  2018 HX1   20180423   zr   1.088611   1.0123    0.0149  18.00 58.9917    1.7218  	228426
  2018 HX1   20180423   zr   1.087843   1.0123    0.0149  18.00 58.9797    1.7168  	228889
  2018 HX1   20180423   zr   1.087092   1.0123    0.0149  18.00 58.9681    1.7124  	229340
  2018 HX1   20180423   zr   1.086344   1.0123    0.0149  18.00 58.9564    1.7082  	229803
  2018 HX1   20180423   zr   1.085576   1.0124    0.0149  18.00 58.9444    1.7038  	230255
  2018 HX1   20180423   zr   1.084828   1.0124    0.0149  18.00 58.9328    1.6988  	230718
  2018 HX1   20180423   zr   1.084065   1.0124    0.0149  18.00 58.9209    1.6946  	231169
  2018 HX1   20180423   zr   1.083318   1.0124    0.0149  18.00 58.9092    1.6902  	231632
  2018 HX1   20180423   zr   1.082572   1.0124    0.0149  18.00 58.8976    1.6852  	232083
  2018 HX1   20180423   zr   1.081809   1.0124    0.0149  18.00 58.8857    1.6816  	232535
  2018 HX1   20180423   zr   1.081065   1.0124    0.0149  18.00 58.8741    1.6766  	232998
  2018 HX1   20180423   zr   1.080303   1.0124    0.0149  18.00 58.8622    1.6722  	233449
  2018 HX1   20180423   zr   1.079561   1.0124    0.0149  18.01 58.8506    1.6680  	233912
  2018 HX1   20180423   zr   1.078819   1.0124    0.0149  18.01 58.8390    1.6636  	234363
  2018 HX1   20180423   zr   1.078057   1.0124    0.0150  18.01 58.8271    1.6586  	234815
  2018 HX1   20180423   zr   1.077316   1.0124    0.0150  18.01 58.8156    1.6550  	235278
  2018 HX1   20180423   zr   1.076558   1.0124    0.0150  18.01 58.8037    1.6500  	235729
  2018 HX1   20180423   zr   1.075800   1.0124    0.0150  18.01 58.7918    1.6457  	236192
  2018 HX1   20180423   zr   1.075061   1.0124    0.0150  18.01 58.7803    1.6414  	236644
  2018 HX1   20180423   zr   1.074325   1.0124    0.0150  18.01 58.7688    1.6371  	237106
  2018 HX1   20180423   zr   1.073567   1.0124    0.0150  18.01 58.7569    1.6327  	237569
  2018 HX1   20180423   zr   1.072812   1.0124    0.0150  18.01 58.7451    1.6285  	238021
  2018 HX1   20180423   zr   1.072076   1.0124    0.0150  18.01 58.7336    1.6241  	238484
  2018 HX1   20180423   zr   1.071323   1.0124    0.0150  18.01 58.7218    1.6191  	238935
  2018 HX1   20180423   zr   1.055145   1.0126    0.0151  18.02 58.4680    1.5260  	248981
  2018 HX1   20180423   zr   1.054406   1.0126    0.0151  18.02 58.4564    1.5218  	249433
  2018 HX1   20180423   zr   1.053687   1.0126    0.0151  18.02 58.4451    1.5174  	249896
  2018 HX1   20180423   zr   1.052950   1.0126    0.0152  18.02 58.4335    1.5130  	250347
  2018 HX1   20180423   zr   1.052231   1.0126    0.0152  18.03 58.4222    1.5094  	250810
  2018 HX1   20180423   zr   1.051494   1.0126    0.0152  18.03 58.4106    1.5051  	251262
  2018 HX1   20180423   zr   1.050777   1.0126    0.0152  18.03 58.3993    1.5015  	251725
  2018 HX1   20180423   zr   1.050044   1.0126    0.0152  18.03 58.3878    1.4971  	252176
  2018 HX1   20180423   zr   1.049327   1.0126    0.0152  18.03 58.3765    1.4927  	252639
  2018 HX1   20180423   zr   1.048594   1.0126    0.0152  18.03 58.3649    1.4891  	253090
  2018 HX1   20180423   zr   1.047879   1.0126    0.0152  18.03 58.3537    1.4848  	253542
  2018 HX1   20180423   zr   1.047164   1.0126    0.0152  18.03 58.3424    1.4812  	254005
  2018 HX1   20180423   zr   1.046432   1.0126    0.0152  18.03 58.3309    1.4768  	254456
  2018 HX1   20180423   zr   1.045719   1.0126    0.0152  18.03 58.3197    1.4732  	254919
  2018 HX1   20180423   zr   1.044988   1.0126    0.0152  18.03 58.3082    1.4688  	255370
  2018 HX1   20180423   zr   1.044277   1.0126    0.0152  18.03 58.2969    1.4645  	255822
  2018 HX1   20180423   zr   1.043566   1.0126    0.0152  18.03 58.2857    1.4609  	256285
  2018 HX1   20180423   zr   1.042838   1.0126    0.0152  18.03 58.2742    1.4565  	256736
  2018 HX1   20180423   zr   0.997682   1.0130    0.0156  18.07 57.5590    1.2212  	286181
  2018 HX1   20180423   zr   0.943276   1.0134    0.0161  18.11 56.6913    1.0070  	323762
  2018 HX1   20180423   zr   0.941991   1.0134    0.0161  18.11 56.6708    1.0028  	324676
  2018 HX1   20180423   zr   0.921058   1.0136    0.0163  18.13 56.3363    0.9521  	339745
  2018 HX1   20180423   zr   0.877649   1.0139    0.0167  18.17 55.6437    0.9171  	372060
  2018 HX1   20180423   zg   0.852929   1.0141    0.0170  18.19 55.2505    0.9375  	391076
  2018 HX1   20180423   zg   0.850570   1.0141    0.0170  18.20 55.2131    0.9404  	392963
  2018 HX1   20180423   zg   0.823635   1.0144    0.0173  18.22 54.7865    0.9913  	414282
  2018 HX1   20180424   zg   0.312784   1.0226    0.0277  19.03 45.7691    0.8530  	171609
  2018 HX1   20180424   zg   0.312580   1.0226    0.0277  19.03 45.7620    0.8509  	172569
  2018 HX1   20180424   zg   0.312478   1.0227    0.0277  19.04 45.7585    0.8493  	173044
  2018 HX1   20180424   zr   0.305077   1.0230    0.0282  19.07 45.5017    0.7676  	207998
  2018 HX1   20180424   zr   0.304173   1.0231    0.0282  19.07 45.4704    0.7580  	212315
  2018 HX1   20180424   zr   0.300719   1.0233    0.0285  19.09 45.3509    0.7262  	228924
  2018 HX1   20180424   zr   0.299897   1.0233    0.0285  19.09 45.3227    0.7192  	232870
  2018 HX1   20180424   zr   0.299798   1.0233    0.0285  19.09 45.3193    0.7185  	233356
  2018 HX1   20180424   zr   0.297142   1.0234    0.0287  19.10 45.2285    0.6985  	246146
  2018 HX1   20180424   zr   0.297043   1.0235    0.0287  19.10 45.2251    0.6978  	246620
  2018 HX1   20180424   zr   0.296844   1.0235    0.0287  19.10 45.2183    0.6964  	247569
  2018 HX1   20180424   zg   0.295049   1.0236    0.0289  19.11 45.1576    0.6864  	256204
  2018 HX1   20180424   zg   0.294950   1.0236    0.0289  19.11 45.1543    0.6857  	256678
  2018 HX1   20180424   zg   0.290294   1.0238    0.0292  19.13 44.9994    0.6693  	278889
  2018 HX1   20180424   zi   0.281025   1.0243    0.0298  19.17 44.7043    0.6782  	322292
  2018 HY1   20180418   zr   0.204177   1.0260    0.0345  20.27 29.2643   10.9208  	254271
  2018 HY1   20180419   zr   0.246283   1.0263    0.0315  19.93 26.7562    9.1491  	250868
  2018 HY1   20180419   zr   0.246362   1.0263    0.0315  19.93 26.7534    9.1472  	251817
  2018 HY1   20180422   zr   0.390669   1.0281    0.0253  18.76 14.0709    2.3783  	252558
  2018 HY1   20180422   zg   0.393914   1.0282    0.0252  18.73 13.7118    2.2083  	314213
  2018 HY1   20180422   zg   0.393972   1.0282    0.0252  18.73 13.7063    2.2055  	315127
  2018 HY1   20180423   zr   0.418337   1.0290    0.0245  18.34  8.0911    0.7829  	258194
  2018 HY1   20180426   zg   0.345112   1.0325    0.0269  18.40 -10.1733   1.9219  	312859
  2018 HY1   20180426   zg   0.345016   1.0325    0.0269  18.41 -10.1782   1.9233  	313900
  2018 HY1   20180426   zg   0.339452   1.0326    0.0270  18.44 -10.4976   2.0485  	375127
  2018 HY1   20180426   zg   0.339381   1.0326    0.0270  18.44 -10.5023   2.0499  	376377
  2018 HE2   20180423   zr   0.325056   1.0153    0.0113  19.73 25.5288    1.9836  	293194
  2018 HE2   20180424   zg   0.176450   1.0192    0.0152  20.34 21.4609    1.4437  	271736
  2018 HE2   20180424   zi   0.168377   1.0195    0.0155  20.38 21.2538    1.1467  	335648
  2018 HH2   20180422   zg   0.172366   1.0439    0.0729  19.93 57.7258    0.7673  	358993
  2018 HH2   20180422   zg   0.173599   1.0440    0.0729  19.93 57.6188    0.7300  	385417
  2018 HH2   20180422   zg   0.174712   1.0441    0.0728  19.92 57.5148    0.6997  	410914
  2018 HH2   20180422   zg   0.174751   1.0441    0.0728  19.92 57.5110    0.6984  	411863
  2018 HH2   20180422   zr   0.175661   1.0441    0.0727  19.92 57.4177    0.6776  	434572
  2018 HH2   20180422   zr   0.175698   1.0441    0.0727  19.92 57.4137    0.6770  	435544
  2018 HH2   20180422   zr   0.175913   1.0442    0.0727  19.91 57.3901    0.6732  	441285
  2018 HH2   20180422   zr   0.176660   1.0442    0.0726  19.91 57.3025    0.6627  	462477
  2018 HH2   20180423   zr   0.186269   1.0467    0.0701  19.73 53.7330    0.6519  	307928
  2018 HH2   20180423   zr   0.188433   1.0468    0.0699  19.72 53.5369    0.5785  	352442
  2018 HH2   20180423   zr   0.188667   1.0468    0.0699  19.71 53.5148    0.5706  	357442
  2018 HH2   20180423   zg   0.189660   1.0469    0.0699  19.71 53.4174    0.5418  	379352
  2018 HH2   20180423   zg   0.190493   1.0470    0.0698  19.71 53.3304    0.5215  	398785
  2018 HH2   20180424   zi   0.203831   1.0498    0.0674  19.50 48.9997    0.4497  	338426
  2018 HH2   20180424   zi   0.203916   1.0498    0.0674  19.50 48.9907    0.4467  	340278
  2018 HH2   20180424   zr   0.205602   1.0499    0.0673  19.49 48.8009    0.4019  	379572
  2018 HH2   20180424   zr   0.206290   1.0499    0.0672  19.49 48.7155    0.3944  	397141
  2018 HH2   20180424   zg   0.208273   1.0501    0.0671  19.47 48.4181    0.4391  	457917
  2018 HH2   20180427   zg   0.239590   1.0589    0.0627  18.85 33.1082    0.6232  	355370
  2018 HH2   20180428   zg   0.242183   1.0618    0.0623  18.66 27.7951    0.7611  	290880
  2018 HH2   20180428   zg   0.242893   1.0619    0.0623  18.66 27.5603    0.7480  	331678
  2018 HH2   20180428   zg   0.242900   1.0619    0.0623  18.66 27.5577    0.7480  	332141
  2018 HH2   20180429   zg   0.241393   1.0650    0.0626  18.47 22.0455    0.8544  	297303
  2018 HJ2   20180418   zr   0.374231   1.0101    0.0351  20.29 81.0917    8.2121  	365312
  2018 HJ2   20180418   zr   0.374269   1.0101    0.0351  20.29 81.0859    8.2103  	366273
  2018 HJ2   20180418   zr   0.374310   1.0101    0.0351  20.29 81.0803    8.2086  	367188
  2018 HJ2   20180418   zr   0.375024   1.0102    0.0351  20.28 80.9789    8.1817  	383785
  2018 HJ2   20180418   zr   0.376041   1.0103    0.0351  20.28 80.8412    8.1443  	405880
  2018 HJ2   20180418   zr   0.376109   1.0103    0.0351  20.28 80.8322    8.1418  	407326
  2018 HJ2   20180418   zr   0.377144   1.0104    0.0352  20.28 80.6954    8.1021  	428819
  2018 HJ2   20180418   zr   0.377371   1.0104    0.0352  20.28 80.6652    8.0937  	433495
  2018 HJ2   20180418   zr   0.377415   1.0104    0.0352  20.28 80.6593    8.0921  	434410
  2018 HJ2   20180418   zr   0.378082   1.0105    0.0352  20.28 80.5696    8.0644  	448229
  2018 HJ2   20180418   zr   0.378126   1.0105    0.0352  20.28 80.5637    8.0628  	449155
  2018 HJ2   20180418   zr   0.379028   1.0106    0.0353  20.27 80.4374    8.0236  	468345
  2018 HJ2   20180418   zr   0.379072   1.0106    0.0353  20.27 80.4312    8.0210  	469271
  2018 HJ2   20180418   zr   0.379113   1.0106    0.0353  20.27 80.4251    8.0194  	470220
  2018 HJ2   20180419   zg   0.334232   1.0145    0.0370  20.21 74.3218    5.9690  	328333
  2018 HJ2   20180419   zg   0.334394   1.0145    0.0371  20.21 74.2425    5.9541  	339190
  2018 HJ2   20180419   zg   0.334425   1.0145    0.0371  20.20 74.2287    5.9524  	341053
  2018 HJ2   20180419   zg   0.334986   1.0146    0.0371  20.20 74.0228    5.9143  	369005
  2018 HJ2   20180419   zg   0.335028   1.0146    0.0371  20.20 74.0090    5.9118  	370868
  2018 HJ2   20180420   zg   0.291910   1.0197    0.0402  20.19 66.2434    3.9227  	467130
  2018 HJ2   20180420   zg   0.292212   1.0199    0.0403  20.19 66.0458    3.8886  	496227
  2018 HJ2   20180421   zg   0.247566   1.0240    0.0433  20.22 60.7050    2.6199  	351667
  2018 HJ2   20180421   zr   0.248037   1.0243    0.0436  20.22 60.2607    2.5738  	427801
  2018 HJ2   20180421   zr   0.248055   1.0243    0.0436  20.22 60.2468    2.5719  	430174
  2018 HJ2   20180421   zr   0.248189   1.0244    0.0436  20.22 60.1337    2.5605  	449549
  2018 HJ2   20180421   zg   0.248307   1.0245    0.0437  20.22 60.0102    2.5487  	470625
  2018 HJ2   20180421   zg   0.248312   1.0245    0.0437  20.22 60.0046    2.5485  	471574
  2018 HJ2   20180421   zg   0.248369   1.0246    0.0438  20.22 59.9154    2.5389  	486817
  2018 HJ2   20180422   zg   0.209617   1.0291    0.0473  20.28 55.0340    1.6061  	401852
  2018 HJ2   20180422   zr   0.209697   1.0292    0.0474  20.28 54.9284    1.6019  	423056
  2018 HJ2   20180422   zr   0.209754   1.0293    0.0475  20.28 54.8472    1.5993  	439398
  2018 HJ2   20180422   zr   0.209811   1.0294    0.0476  20.29 54.7369    1.5974  	461539
