# ZTF Solar System Marshal CHECK_FMO output
# started at 2018-05-12 02:42:21+0000
# start_date                    = 20171001
# end_date                      = 20180510
# min motion rate (arcsec/sec)  = 0.16666666666666666
# limiting magnitude            = 21.0
# max uncertainty limit         = 60.0
#   object    date UT  filter   rate    sundist   geodist  vmag   ecllat  unc range	fracday      
#                              [''/s]     [AU]      [AU]          [deg]      ['']  	      
  2018 BJ7   20180217   zg   0.233851   1.0362    0.0603  19.87 22.1578    1.1134  	459074
  2018 BJ7   20180217   zg   0.233865   1.0362    0.0603  19.87 22.1587    1.1143  	459560
  2018 BJ7   20180217   zg   0.235057   1.0360    0.0602  19.87 22.2202    1.1605  	495787
  2018 BJ7   20180218   zg   0.253746   1.0310    0.0579  19.95 24.0140    1.3216  	530035
  2018 CA    20180205   zr   0.183012   1.0346    0.0547  18.72 19.8962    0.4944  	166424
  2018 CA    20180205   zr   0.182005   1.0345    0.0547  18.72 20.0270    0.4936  	196829
  2018 CA    20180205   zr   0.181869   1.0345    0.0546  18.72 20.0443    0.4936  	200868
  2018 CA    20180205   zr   0.181275   1.0344    0.0546  18.72 20.1203    0.4929  	218646
  2018 CA    20180205   zr   0.181259   1.0344    0.0546  18.72 20.1224    0.4929  	219132
  2018 CA    20180205   zr   0.181110   1.0344    0.0546  18.72 20.1415    0.4929  	223623
  2018 CA    20180205   zr   0.180593   1.0344    0.0546  18.72 20.2089    0.4936  	239433
  2018 CA    20180205   zr   0.180545   1.0344    0.0546  18.72 20.2152    0.4936  	240914
  2018 CA    20180205   zr   0.180513   1.0344    0.0546  18.72 20.2195    0.4936  	241898
  2018 CA    20180205   zr   0.179891   1.0343    0.0545  18.72 20.3036    0.4929  	261713
  2018 CA    20180205   zr   0.179861   1.0343    0.0545  18.72 20.3078    0.4929  	262708
  2018 CA    20180205   zr   0.179846   1.0343    0.0545  18.72 20.3099    0.4929  	263206
  2018 CA    20180205   zr   0.179282   1.0343    0.0545  18.72 20.3916    0.4929  	282512
  2018 CA    20180205   zr   0.179268   1.0343    0.0545  18.72 20.3937    0.4929  	283009
  2018 CA    20180206   zr   0.192523   1.0321    0.0532  18.76 24.3173    0.4873  	181285
  2018 CA    20180206   zr   0.191090   1.0320    0.0532  18.76 24.4810    0.4880  	217650
  2018 CA    20180206   zr   0.191070   1.0320    0.0532  18.76 24.4833    0.4880  	218148
  2018 CA    20180206   zr   0.190259   1.0319    0.0531  18.76 24.5765    0.4880  	238947
  2018 CA    20180206   zr   0.190143   1.0319    0.0531  18.76 24.5900    0.4880  	241968
  2018 CA    20180206   zr   0.189363   1.0319    0.0531  18.76 24.6831    0.4887  	262824
  2018 CA    20180206   zr   0.189344   1.0319    0.0531  18.76 24.6853    0.4887  	263333
  2018 CA    20180206   zr   0.188715   1.0318    0.0531  18.76 24.7645    0.4887  	281146
  2018 CA    20180206   zr   0.188665   1.0318    0.0531  18.76 24.7710    0.4894  	282627
  2018 CA    20180206   zr   0.187947   1.0318    0.0530  18.76 24.8697    0.4894  	304942
  2018 CA    20180207   zr   0.198649   1.0296    0.0520  18.82 29.0515    0.5334  	221354
  2018 CA    20180207   zr   0.197818   1.0296    0.0520  18.82 29.1364    0.5342  	239641
  2018 CA    20180207   zr   0.196937   1.0295    0.0520  18.82 29.2286    0.5349  	259583
  2018 CA    20180207   zr   0.196042   1.0295    0.0520  18.82 29.3269    0.5349  	280903
  2018 CA    20180211   zr   0.194676   1.0209    0.0516  19.27 48.1546    0.8937  	308877
  2018 CC    20180205   zr   0.230042   0.9947    0.0099  18.07 25.0700    0.9912  	218148
  2018 CC    20180205   zr   0.239552   0.9946    0.0098  18.05 25.0395    0.9560  	238437
  2018 CC    20180205   zr   0.239781   0.9946    0.0098  18.05 25.0387    0.9551  	238935
  2018 CC    20180205   zr   0.249091   0.9945    0.0097  18.02 25.0039    0.9266  	259699
  2018 CC    20180205   zr   0.249308   0.9945    0.0097  18.02 25.0031    0.9258  	260185
  2018 CC    20180205   zr   0.250402   0.9945    0.0096  18.02 24.9986    0.9236  	262708
  2018 CC    20180205   zr   0.258973   0.9943    0.0095  17.99 24.9605    0.9070  	283009
  2018 CC    20180205   zr   0.259380   0.9943    0.0095  17.99 24.9585    0.9067  	284005
  2018 CC    20180205   zr   0.259583   0.9943    0.0095  17.99 24.9575    0.9059  	284491
  2018 CC    20180205   zr   0.266865   0.9942    0.0094  17.96 24.9196    0.9038  	302859
  2018 CC    20180205   zr   0.267246   0.9942    0.0094  17.96 24.9175    0.9038  	303889
  2018 CC    20180205   zr   0.273996   0.9941    0.0093  17.94 24.8765    0.9144  	322188
  2018 CC    20180206   zr   1.142102   0.9897    0.0042  16.33 20.9835    3.6127  	181806
  2018 CC    20180206   zr   1.203122   0.9896    0.0041  16.29 20.8163    3.6356  	197685
  2018 CC    20180206   zr   1.210983   0.9896    0.0041  16.28 20.7945    3.6396  	199676
  2018 CC    20180206   zr   1.288246   0.9895    0.0040  16.23 20.5760    3.6802  	218634
  2018 CC    20180206   zr   1.307171   0.9894    0.0040  16.22 20.5214    3.6923  	223125
  2018 CC    20180206   zr   1.384905   0.9894    0.0039  16.17 20.2933    3.7531  	240984
  2018 CC    20180206   zr   1.387131   0.9893    0.0039  16.17 20.2866    3.7549  	241470
  2018 CC    20180206   zr   1.481169   0.9892    0.0037  16.12 20.0018    3.8561  	261840
  2018 CC    20180206   zr   1.483484   0.9892    0.0037  16.12 19.9947    3.8588  	262338
  2018 CL    20180205   zr   1.227526   0.9936    0.0077  15.69 -7.4575    2.3094  	231528
  2018 CL    20180205   zr   1.248343   0.9935    0.0077  15.67 -7.0404    2.2283  	251296
  2018 CL    20180205   zr   1.269654   0.9934    0.0076  15.65 -6.5944    2.1525  	272106
  2018 CL    20180205   zr   1.270154   0.9934    0.0076  15.65 -6.5837    2.1503  	272593
  2018 CL    20180205   zr   1.289839   0.9934    0.0075  15.64 -6.1510    2.0896  	292488
  2018 CL    20180205   zr   1.290324   0.9934    0.0075  15.64 -6.1401    2.0887  	292986
  2018 CL    20180205   zr   1.309231   0.9933    0.0075  15.63 -5.7026    2.0425  	312789
  2018 CL    20180206   zr   2.040896   0.9908    0.0060  16.25 20.8280    1.6937  	200660
  2018 CL    20180206   zr   2.036865   0.9907    0.0060  16.29 21.5240    1.7108  	221644
  2018 CL    20180206   zr   2.036738   0.9907    0.0060  16.29 21.5400    1.7116  	222141
  2018 CL    20180206   zr   2.031008   0.9907    0.0060  16.31 22.1257    1.7434  	239988
  2018 CM    20180205   zr   0.702087   0.9958    0.0099  18.40 -6.6905    4.6903  	232025
  2018 CM    20180205   zr   0.712899   0.9957    0.0098  18.37 -6.6937    4.1613  	252280
  2018 CM    20180205   zr   0.725009   0.9956    0.0097  18.34 -6.6978    3.6059  	273090
  2018 CM    20180205   zr   0.738234   0.9955    0.0096  18.32 -6.7026    3.0445  	293970
  2018 CM    20180205   zr   0.751485   0.9954    0.0095  18.29 -6.7076    2.5275  	313287
  2018 CN    20180205   zr   0.177912   1.0079    0.0226  19.13 13.7472    0.8454  	234988
  2018 CN    20180205   zr   0.180173   1.0077    0.0224  19.11 13.8379    0.8040  	256238
  2018 CN    20180205   zr   0.183679   1.0073    0.0220  19.08 13.9774    0.7386  	288461
  2018 CN    20180205   zr   0.186034   1.0071    0.0218  19.06 14.0691    0.6971  	309329
  2018 CN    20180205   zr   0.186833   1.0070    0.0217  19.06 14.0997    0.6833  	316250
  2018 CN    20180206   zr   0.724283   0.9965    0.0112  17.93 22.5085    2.1475  	257315
  2018 CN    20180206   zr   0.725521   0.9964    0.0112  17.93 22.5258    2.1491  	258299
  2018 CN    20180206   zr   0.759517   0.9961    0.0109  17.89 22.9940    2.2107  	284653
  2018 CN    20180206   zr   0.783220   0.9959    0.0107  17.86 23.3132    2.2580  	301933
  2018 CN    20180206   zr   0.820095   0.9957    0.0104  17.83 23.7978    2.3396  	327211
  2018 CV    20180205   zr   0.172192   1.1074    0.1219  20.43 -5.1216    0.5128  	232025
  2018 CV    20180205   zr   0.172295   1.1074    0.1218  20.43 -5.0417    0.4999  	252280
  2018 CV    20180205   zr   0.172391   1.1073    0.1218  20.42 -4.9595    0.4930  	273090
  2018 CV    20180205   zr   0.172480   1.1073    0.1217  20.41 -4.8771    0.4954  	293970
  2018 CV    20180205   zr   0.172556   1.1072    0.1217  20.41 -4.8008    0.5055  	313287
  2018 CV    20180206   zr   0.180752   1.1051    0.1190  20.12 -0.9777    0.7347  	251875
  2018 CV    20180206   zr   0.180781   1.1050    0.1189  20.11 -0.8174    0.7561  	290567
  2018 CV    20180206   zr   0.180782   1.1050    0.1189  20.11 -0.8031    0.7591  	294028
  2018 CV    20180206   zr   0.180783   1.1050    0.1189  20.11 -0.7990    0.7597  	295023
  2018 CV    20180206   zr   0.180784   1.1050    0.1189  20.11 -0.7231    0.7776  	313356
  2018 CV    20180206   zr   0.180784   1.1050    0.1189  20.11 -0.7190    0.7788  	314340
  2018 CV    20180206   zr   0.180780   1.1049    0.1188  20.11 -0.6391    0.8040  	333646
  2018 CV    20180207   zr   0.187238   1.1029    0.1169  20.31  3.3261    0.9974  	267535
  2018 CV    20180207   zr   0.187235   1.1029    0.1169  20.31  3.3304    0.9981  	268519
  2018 CV    20180207   zr   0.187208   1.1028    0.1169  20.31  3.3622    1.0040  	275961
  2018 CV    20180207   zr   0.187158   1.1028    0.1169  20.31  3.4176    1.0166  	288866
  2018 CV    20180207   zr   0.187123   1.1028    0.1169  20.32  3.4537    1.0252  	297280
  2018 CV    20180207   zr   0.187114   1.1028    0.1169  20.32  3.4622    1.0272  	299259
  2018 CV    20180207   zr   0.187040   1.1028    0.1169  20.32  3.5338    1.0474  	315972
  2018 CV    20180207   zr   0.187033   1.1027    0.1169  20.32  3.5401    1.0495  	317454
  2018 CV    20180207   zr   0.186952   1.1027    0.1168  20.32  3.6143    1.0735  	334780
  2018 CV    20180207   zr   0.186950   1.1027    0.1168  20.32  3.6164    1.0742  	335278
  2018 CV    20180209   zr   0.192993   1.0986    0.1152  20.73 11.9899    1.9758  	242778
  2018 CV    20180209   zr   0.192987   1.0986    0.1152  20.73 11.9921    1.9764  	243264
  2018 CV    20180209   zr   0.192821   1.0985    0.1152  20.73 12.0514    1.9965  	256701
  2018 CV    20180209   zr   0.192676   1.0985    0.1152  20.73 12.1007    2.0145  	267882
  2018 CV    20180209   zr   0.192578   1.0985    0.1152  20.73 12.1334    2.0268  	275289
  2018 CV    20180209   zr   0.192564   1.0985    0.1152  20.73 12.1378    2.0289  	276285
  2018 CV    20180209   zr   0.192249   1.0985    0.1152  20.74 12.2383    2.0694  	299144
  2018 CV    20180209   zr   0.192228   1.0984    0.1152  20.74 12.2448    2.0720  	300625
  2018 CV    20180209   zr   0.192024   1.0984    0.1152  20.74 12.3076    2.0987  	314896
  2018 CV    20180209   zr   0.192010   1.0984    0.1152  20.74 12.3119    2.1007  	315891
  2018 CX    20180207   zr   0.204347   1.0181    0.0331  18.85  2.7821    0.4940  	225810
  2018 CX    20180207   zr   0.204405   1.0181    0.0330  18.85  2.7797    0.4940  	226308
  2018 CX    20180207   zr   0.206933   1.0180    0.0329  18.84  2.6743    0.4915  	247720
  2018 CX    20180207   zr   0.206991   1.0180    0.0329  18.84  2.6718    0.4915  	248206
  2018 CX    20180207   zr   0.207570   1.0180    0.0329  18.84  2.6473    0.4908  	253160
  2018 CX    20180207   zr   0.207685   1.0180    0.0329  18.84  2.6424    0.4908  	254144
  2018 CX    20180207   zr   0.209753   1.0179    0.0328  18.83  2.5531    0.4909  	272014
  2018 CX    20180207   zr   0.211888   1.0178    0.0327  18.82  2.4580    0.4924  	290833
  2018 CX    20180207   zr   0.212056   1.0178    0.0327  18.82  2.4504    0.4924  	292338
  2018 CX    20180207   zr   0.212110   1.0178    0.0327  18.82  2.4479    0.4924  	292836
  2018 CZ    20180216   zr   0.170977   1.0539    0.0716  20.79 21.7129    1.9506  	361910
  2018 CZ    20180216   zr   0.170366   1.0538    0.0716  20.79 21.8478    1.8611  	397581
  2018 CZ    20180216   zr   0.170359   1.0538    0.0716  20.79 21.8496    1.8596  	398067
  2018 CZ    20180216   zr   0.170119   1.0538    0.0716  20.79 21.9328    1.8129  	420150
  2018 CZ    20180216   zr   0.170115   1.0538    0.0716  20.79 21.9346    1.8121  	420637
  2018 CZ    20180216   zr   0.169968   1.0537    0.0716  20.80 22.0681    1.7520  	456192
  2018 CZ    20180216   zr   0.169968   1.0537    0.0716  20.80 22.0700    1.7513  	456690
  2018 CZ    20180217   zg   0.170133   1.0523    0.0718  20.92 25.4552    2.0180  	338796
  2018 CZ    20180217   zg   0.169583   1.0523    0.0718  20.92 25.5301    1.9637  	358773
  2018 CZ    20180217   zg   0.168277   1.0522    0.0718  20.93 25.7957    1.7959  	430208
  2018 CZ    20180217   zg   0.168171   1.0522    0.0718  20.93 25.8400    1.7741  	442257
  2018 CA1   20180205   zr   0.910908   1.0068    0.0214  17.79 11.1175    1.9903  	256736
  2018 CA1   20180205   zr   0.901008   1.0069    0.0215  17.82 11.7863    1.8543  	287975
  2018 CA1   20180205   zr   0.897470   1.0069    0.0216  17.83 12.0187    1.8095  	298912
  2018 CA1   20180205   zr   0.891634   1.0069    0.0216  17.85 12.3956    1.7427  	316748
  2018 CA1   20180205   zr   0.874339   1.0070    0.0218  17.90 13.4773    1.5939  	368611
  2018 CA1   20180206   zr   0.624460   1.0086    0.0259  18.83 29.7420    0.9630  	284155
  2018 CA1   20180206   zr   0.624117   1.0086    0.0259  18.83 29.7565    0.9627  	285139
  2018 CA1   20180206   zr   0.617911   1.0087    0.0260  18.85 30.0160    0.9543  	302928
  2018 CA1   20180206   zr   0.609603   1.0087    0.0261  18.87 30.3593    0.9563  	326690
  2018 CA1   20180206   zr   0.603575   1.0088    0.0262  18.89 30.6063    0.9667  	344062
  2018 CA1   20180206   zr   0.596571   1.0088    0.0263  18.91 30.8925    0.9898  	364352
  2018 CA1   20180206   zr   0.596233   1.0088    0.0263  18.91 30.9063    0.9915  	365347
  2018 CC1   20180209   zr   0.183537   1.0451    0.0662  19.18 28.3078    0.8012  	257697
  2018 CC1   20180209   zr   0.184210   1.0448    0.0660  19.18 28.3873    0.7745  	285289
  2018 CC1   20180209   zr   0.184663   1.0446    0.0658  19.17 28.4555    0.7532  	309051
  2018 CC1   20180209   zr   0.184930   1.0445    0.0657  19.17 28.5064    0.7402  	326852
  2018 CC1   20180209   zr   0.185045   1.0444    0.0656  19.17 28.5324    0.7342  	335949
  2018 CC1   20180211   zr   0.294538   1.0276    0.0518  18.97 35.4716    1.0839  	306921
  2018 CS1   20180206   zr   0.331091   0.9937    0.0086  19.36 28.2945    8.5541  	258299
  2018 CS1   20180206   zr   0.323479   0.9938    0.0087  19.38 28.1753    8.0621  	284155
  2018 CS1   20180206   zr   0.323353   0.9938    0.0087  19.39 28.1731    8.0529  	284653
  2018 CS1   20180206   zr   0.319168   0.9939    0.0088  19.40 28.0925    7.7512  	301933
  2018 CS1   20180206   zr   0.319059   0.9939    0.0088  19.40 28.0902    7.7434  	302431
  2018 CS1   20180206   zr   0.314254   0.9940    0.0089  19.43 27.9761    7.3626  	326690
  2018 CS1   20180206   zr   0.314169   0.9940    0.0089  19.43 27.9738    7.3554  	327211
  2018 CS1   20180206   zr   0.311543   0.9941    0.0090  19.45 27.8964    7.1281  	343565
  2018 CS1   20180206   zr   0.311471   0.9941    0.0090  19.45 27.8941    7.1220  	344062
  2018 CS1   20180206   zr   0.311326   0.9941    0.0090  19.45 27.8894    7.1088  	345046
  2018 CS1   20180206   zr   0.308784   0.9942    0.0091  19.47 27.7976    6.8741  	364352
  2018 CS1   20180206   zr   0.308668   0.9942    0.0091  19.47 27.7929    6.8635  	365347
  2018 CT1   20180209   zr   0.183531   1.0930    0.1462  19.85 44.8870    0.6944  	337928
  2018 CT1   20180209   zr   0.183443   1.0927    0.1461  19.85 45.0011    0.7121  	364144
  2018 CT1   20180209   zr   0.183351   1.0923    0.1459  19.85 45.1282    0.7319  	393380
  2018 CT1   20180209   zr   0.183311   1.0922    0.1458  19.85 45.1967    0.7425  	409144
  2018 CT1   20180209   zr   0.183289   1.0921    0.1457  19.85 45.2442    0.7502  	420069
  2018 CT1   20180211   zr   0.213316   1.0711    0.1353  19.90 54.1705    2.0432  	312118
  2018 CU1   20180216   zr   0.204305   1.0596    0.1136  18.49 53.3033    0.5417  	369248
  2018 CU1   20180216   zr   0.204424   1.0596    0.1136  18.49 53.2792    0.5417  	374433
  2018 CU1   20180217   zg   0.202447   1.0675    0.1145  18.38 48.4149    0.5212  	381690
  2018 CU1   20180217   zg   0.203273   1.0680    0.1146  18.37 48.1533    0.5205  	435544
  2018 CU1   20180218   zg   0.197383   1.0754    0.1163  18.28 43.7243    0.5009  	370532
  2018 CU1   20180218   zg   0.197519   1.0754    0.1163  18.28 43.6793    0.5009  	379745
  2018 CY1   20180205   zr   0.185412   1.0366    0.0526  20.40 15.1149    0.5997  	235475
  2018 CY1   20180205   zr   0.185409   1.0366    0.0526  20.40 15.1138    0.5990  	235972
  2018 CY1   20180205   zr   0.185337   1.0366    0.0526  20.39 15.0709    0.5791  	255741
  2018 CY1   20180205   zr   0.185346   1.0367    0.0526  20.39 15.0503    0.5707  	265174
  2018 CY1   20180205   zr   0.185476   1.0367    0.0526  20.39 15.0013    0.5567  	287477
  2018 CY1   20180205   zr   0.185724   1.0367    0.0526  20.39 14.9561    0.5517  	307847
  2018 CY1   20180205   zr   0.185904   1.0367    0.0526  20.39 14.9318    0.5530  	318715
  2018 CY1   20180206   zr   0.181890   1.0380    0.0532  20.30 12.9234    0.4699  	235984
  2018 CY1   20180206   zr   0.181721   1.0380    0.0532  20.30 12.8818    0.4540  	254838
  2018 CY1   20180206   zr   0.181718   1.0380    0.0532  20.30 12.8807    0.4540  	255336
  2018 CY1   20180206   zr   0.181656   1.0380    0.0532  20.30 12.8344    0.4427  	276192
  2018 CY1   20180206   zr   0.181678   1.0381    0.0532  20.30 12.8077    0.4393  	288102
  2018 CY1   20180206   zr   0.181820   1.0381    0.0532  20.30 12.7587    0.4400  	309896
  2018 CY1   20180206   zr   0.181825   1.0381    0.0532  20.30 12.7576    0.4400  	310382
  2018 CY1   20180206   zr   0.182090   1.0381    0.0533  20.30 12.7093    0.4497  	331667
  2018 CY1   20180206   zr   0.182098   1.0381    0.0533  20.30 12.7082    0.4504  	332164
  2018 CY1   20180206   zr   0.182129   1.0381    0.0533  20.30 12.7037    0.4518  	334144
  2018 CY1   20180207   zr   0.175613   1.0396    0.0542  20.24 10.6559    0.4052  	266539
  2018 CY1   20180207   zr   0.175549   1.0396    0.0542  20.24 10.6339    0.3997  	276447
  2018 CY1   20180207   zr   0.175507   1.0396    0.0542  20.24 10.5765    0.3941  	302222
  2018 CY1   20180207   zr   0.175576   1.0396    0.0542  20.24 10.5379    0.3969  	319433
  2018 CZ1   20180204   zr   0.195412   1.0551    0.0729  20.14 -1.6309   18.0700  	396331
  2018 CZ1   20180204   zr   0.195418   1.0551    0.0729  20.14 -1.6287   18.0670  	396829
  2018 CZ1   20180204   zr   0.195424   1.0551    0.0729  20.14 -1.6264   18.0641  	397326
  2018 CZ1   20180204   zr   0.195430   1.0551    0.0729  20.14 -1.6243   18.0609  	397824
  2018 CZ1   20180204   zr   0.195437   1.0551    0.0729  20.14 -1.6221   18.0580  	398310
  2018 CZ1   20180204   zr   0.195443   1.0551    0.0729  20.14 -1.6199   18.0550  	398808
  2018 CZ1   20180204   zr   0.195449   1.0551    0.0729  20.14 -1.6177   18.0519  	399306
  2018 CZ1   20180204   zr   0.195455   1.0551    0.0729  20.14 -1.6155   18.0489  	399792
  2018 CZ1   20180204   zr   0.195461   1.0551    0.0729  20.14 -1.6133   18.0459  	400289
  2018 CZ1   20180204   zr   0.195467   1.0551    0.0729  20.14 -1.6111   18.0428  	400775
  2018 CZ1   20180204   zr   0.195474   1.0551    0.0729  20.14 -1.6088   18.0399  	401273
  2018 CZ1   20180204   zr   0.195480   1.0551    0.0729  20.14 -1.6067   18.0379  	401771
  2018 CZ1   20180204   zr   0.195486   1.0551    0.0729  20.14 -1.6045   18.0348  	402257
  2018 CZ1   20180204   zr   0.195492   1.0551    0.0729  20.14 -1.6023   18.0318  	402755
  2018 CZ1   20180204   zr   0.195498   1.0551    0.0729  20.14 -1.6001   18.0288  	403252
  2018 CZ1   20180204   zr   0.195504   1.0551    0.0729  20.14 -1.5978   18.0257  	403750
  2018 CZ1   20180204   zr   0.195511   1.0551    0.0729  20.14 -1.5956   18.0228  	404236
  2018 CZ1   20180204   zr   0.195517   1.0551    0.0729  20.14 -1.5935   18.0198  	404734
  2018 CZ1   20180204   zr   0.195523   1.0551    0.0729  20.14 -1.5912   18.0167  	405231
  2018 CZ1   20180204   zr   0.195529   1.0551    0.0729  20.14 -1.5890   18.0137  	405718
  2018 CZ1   20180204   zr   0.195535   1.0551    0.0729  20.14 -1.5868   18.0107  	406215
  2018 CZ1   20180204   zr   0.195542   1.0551    0.0729  20.14 -1.5846   18.0078  	406713
  2018 CZ1   20180204   zr   0.195548   1.0551    0.0729  20.14 -1.5824   18.0046  	407199
  2018 CZ1   20180204   zr   0.195554   1.0551    0.0729  20.14 -1.5802   18.0017  	407697
  2018 CZ1   20180204   zr   0.195560   1.0551    0.0729  20.14 -1.5780   17.9997  	408183
  2018 CZ1   20180204   zr   0.195566   1.0551    0.0729  20.14 -1.5758   17.9967  	408681
  2018 CZ1   20180204   zr   0.195573   1.0551    0.0729  20.14 -1.5736   17.9936  	409178
  2018 CZ1   20180204   zr   0.195579   1.0551    0.0729  20.14 -1.5714   17.9906  	409676
  2018 CZ1   20180204   zr   0.195585   1.0551    0.0729  20.14 -1.5692   17.9877  	410174
  2018 CZ1   20180204   zr   0.195591   1.0551    0.0729  20.14 -1.5670   17.9846  	410660
  2018 CZ1   20180204   zr   0.195597   1.0551    0.0729  20.14 -1.5648   17.9816  	411157
  2018 CZ1   20180204   zr   0.195604   1.0551    0.0729  20.14 -1.5626   17.9786  	411655
  2018 CZ1   20180204   zr   0.195610   1.0551    0.0729  20.14 -1.5603   17.9756  	412153
  2018 CZ1   20180204   zr   0.195616   1.0551    0.0729  20.14 -1.5581   17.9727  	412639
  2018 CZ1   20180204   zr   0.195622   1.0551    0.0729  20.14 -1.5559   17.9696  	413137
  2018 CZ1   20180204   zr   0.195629   1.0551    0.0729  20.14 -1.5537   17.9666  	413634
  2018 CZ1   20180204   zr   0.195635   1.0551    0.0729  20.14 -1.5515   17.9636  	414120
  2018 CZ1   20180204   zr   0.195641   1.0551    0.0729  20.14 -1.5493   17.9606  	414618
  2018 CZ1   20180204   zr   0.195647   1.0551    0.0729  20.14 -1.5471   17.9585  	415116
  2018 CZ1   20180204   zr   0.195654   1.0551    0.0729  20.14 -1.5449   17.9556  	415602
  2018 CZ1   20180204   zr   0.195660   1.0551    0.0729  20.14 -1.5427   17.9526  	416100
  2018 CZ1   20180204   zr   0.195666   1.0551    0.0729  20.14 -1.5405   17.9496  	416597
  2018 CZ1   20180205   zr   0.213835   1.0530    0.0698  19.96  2.8815   12.5489  	349236
  2018 CZ1   20180205   zr   0.213879   1.0530    0.0698  19.96  2.9108   12.5132  	355255
  2018 CZ1   20180205   zr   0.214026   1.0530    0.0697  19.96  3.0102   12.3947  	375602
  2018 CZ1   20180205   zr   0.214334   1.0529    0.0696  19.95  3.2156   12.1557  	417662
  2018 CZ1   20180206   zr   0.231350   1.0509    0.0672  19.85  7.8512    7.4708  	317303
  2018 CZ1   20180206   zr   0.231351   1.0509    0.0672  19.85  7.8538    7.4685  	317801
  2018 CZ1   20180206   zr   0.231373   1.0508    0.0671  19.85  8.0237    7.2946  	350012
  2018 CZ1   20180206   zr   0.231374   1.0508    0.0671  19.85  8.0315    7.2859  	351493
  2018 CZ1   20180206   zr   0.231375   1.0508    0.0671  19.85  8.0576    7.2604  	356435
  2018 CZ1   20180206   zr   0.231376   1.0508    0.0671  19.85  8.1436    7.1753  	372755
  2018 CZ1   20180206   zr   0.231376   1.0508    0.0671  19.85  8.1614    7.1571  	376134
  2018 CZ1   20180206   zr   0.231376   1.0507    0.0670  19.85  8.2503    7.0719  	392998
  2018 CZ1   20180206   zr   0.231380   1.0507    0.0670  19.85  8.3571    6.9724  	413264
  2018 CZ1   20180207   zr   0.246234   1.0487    0.0652  19.84 13.2486    3.3600  	301238
  2018 CZ1   20180207   zr   0.246207   1.0487    0.0652  19.84 13.2707    3.3399  	305185
  2018 CZ1   20180207   zr   0.246084   1.0487    0.0652  19.84 13.3644    3.2563  	321910
  2018 CZ1   20180207   zr   0.246076   1.0486    0.0652  19.84 13.3699    3.2518  	322894
  2018 CZ1   20180207   zr   0.245934   1.0486    0.0651  19.84 13.4668    3.1686  	340208
  2018 CZ1   20180207   zr   0.245648   1.0485    0.0651  19.84 13.6453    3.0266  	372141
  2018 CZ1   20180209   zr   0.261388   1.0442    0.0633  20.06 24.7996    0.9094  	285775
  2018 CZ1   20180209   zr   0.260831   1.0441    0.0633  20.06 24.9193    0.8402  	306088
  2018 CZ1   20180209   zr   0.260803   1.0441    0.0633  20.06 24.9251    0.8369  	307083
  2018 CZ1   20180209   zr   0.260197   1.0441    0.0633  20.07 25.0471    0.7841  	327836
  2018 CZ1   20180209   zr   0.260182   1.0441    0.0633  20.07 25.0499    0.7829  	328333
  2018 CZ1   20180209   zr   0.259833   1.0441    0.0633  20.07 25.1177    0.7650  	339907
  2018 CZ1   20180209   zr   0.259757   1.0441    0.0633  20.07 25.1322    0.7618  	342384
  2018 CZ1   20180209   zr   0.259176   1.0440    0.0633  20.07 25.2421    0.7550  	361169
  2018 CZ1   20180209   zr   0.259007   1.0440    0.0633  20.07 25.2739    0.7581  	366609
  2018 CZ1   20180211   zr   0.249707   1.0395    0.0645  20.46 36.5917    4.6086  	322072
  2018 CZ1   20180211   zr   0.248709   1.0394    0.0645  20.47 36.7025    4.7109  	342141
  2018 CZ1   20180211   zr   0.247321   1.0394    0.0645  20.47 36.8531    4.8581  	369618
  2018 CZ1   20180211   zr   0.246794   1.0393    0.0645  20.47 36.9099    4.9147  	380012
  2018 CA2   20180207   zr   0.170415   1.0207    0.0391  20.60 28.0183    0.9958  	278924
  2018 CA2   20180207   zr   0.171991   1.0207    0.0390  20.59 27.9363    0.9369  	306667
  2018 CA2   20180207   zr   0.172022   1.0207    0.0390  20.59 27.9348    0.9357  	307164
  2018 CA2   20180207   zr   0.173331   1.0207    0.0389  20.59 27.8741    0.8989  	327361
  2018 CA2   20180207   zr   0.173365   1.0206    0.0389  20.59 27.8726    0.8977  	327847
  2018 CA2   20180207   zr   0.173500   1.0206    0.0389  20.59 27.8667    0.8954  	329826
  2018 CA2   20180207   zr   0.174948   1.0206    0.0389  20.58 27.8048    0.8659  	350093
  2018 CA2   20180207   zr   0.174984   1.0206    0.0389  20.58 27.8033    0.8659  	350590
  2018 CA2   20180207   zr   0.175021   1.0206    0.0389  20.58 27.8018    0.8653  	351076
  2018 CA2   20180207   zr   0.175638   1.0206    0.0388  20.58 27.7765    0.8562  	359271
  2018 CA2   20180207   zr   0.175676   1.0206    0.0388  20.58 27.7750    0.8562  	359768
  2018 CA2   20180207   zr   0.175979   1.0206    0.0388  20.58 27.7628    0.8526  	363727
  2018 CA2   20180207   zr   0.177952   1.0205    0.0387  20.57 27.6855    0.8394  	388461
  2018 CA2   20180209   zr   0.240933   1.0171    0.0332  20.08 20.7017    0.6610  	305602
  2018 CA2   20180209   zr   0.241864   1.0170    0.0332  20.08 20.6409    0.6207  	319352
  2018 CA2   20180209   zr   0.241899   1.0170    0.0332  20.08 20.6387    0.6197  	319850
  2018 CA2   20180209   zr   0.243621   1.0170    0.0331  20.07 20.5337    0.5608  	343368
